pass	strategy	attempt	success	bytes
4	30	2	1	65537
4	31	1	1	65537
4	31	2	1	65537
4	32	1	0	0
4	32	2	0	0
4	33	1	0	0
4	33	2	0	0
4	34	1	0	0
4	34	2	0	0
4	35	1	0	0
4	35	2	0	0
4	36	1	0	0
4	36	2	0	0
4	37	1	0	0
4	37	2	0	0
4	38	1	1	65537
4	38	2	1	65537
4	39	1	1	65537
4	39	2	1	65537
4	40	1	1	65537
4	40	2	1	65537
4	41	1	0	0
4	41	2	0	0
4	42	1	0	0
4	42	2	0	0
5	1	1	1	65537
5	1	2	1	65537
5	2	1	0	0
5	2	2	0	0
5	3	1	1	65537
5	3	2	1	65537
5	4	1	1	65537
5	4	2	1	65537
5	5	1	1	65537
5	5	2	1	65537
5	6	1	1	65537
5	6	2	1	65537
5	7	1	1	65537
5	7	2	1	65537
5	8	1	1	65537
5	8	2	1	65537
5	9	1	1	65537
5	9	2	1	65537
5	10	1	1	65537
5	10	2	1	65537
5	11	1	1	65537
5	11	2	1	65537
5	12	1	1	65537
5	12	2	1	65537
5	13	1	1	65537
5	13	2	1	65537
5	14	1	1	65537
5	14	2	1	65537
5	15	1	1	65537
5	15	2	1	65537
5	16	1	1	65537
5	16	2	1	65537
5	17	1	1	65537
5	17	2	1	65537
5	18	1	1	65537
5	18	2	1	65537
5	19	1	1	65537
5	19	2	1	65537
5	20	1	0	0
5	20	2	0	0
5	21	1	1	65537
5	21	2	1	65537
5	22	1	1	65537
5	22	2	1	65537
5	23	1	1	65537
5	23	2	1	65537
5	24	1	1	65537
5	24	2	1	65537
5	25	1	1	65537
5	25	2	1	65537
5	26	1	0	0
5	26	2	0	0
5	27	1	1	65537
5	27	2	1	65537
5	28	1	1	65537
5	28	2	1	65537
5	29	1	0	0
5	29	2	0	0
5	30	1	1	65537
5	30	2	1	65537
5	31	1	1	65537
5	31	2	1	65537
5	32	1	0	0
5	32	2	0	0
5	33	1	0	0
5	33	2	0	0
5	34	1	0	0
5	34	2	0	0
5	35	1	0	0
5	35	2	0	0
5	36	1	0	0
5	36	2	0	0
5	37	1	0	0
5	37	2	0	0
5	38	1	1	65537
5	38	2	1	65537
5	39	1	1	65537
5	39	2	1	65537
5	40	1	1	65537
5	40	2	1	65537
5	41	1	0	0
5	41	2	0	0
5	42	1	0	0
5	42	2	0	0
